Observed,Trend,Seasonal,Residual
100848.0,100870.59,-1.562813900168566,-21.02718609982794
100850.0,100869.83000000002,-1.7868679542222503,-18.04313204579405
100851.0,100868.94000000002,-0.802138224493665,-17.137861775523216
100863.0,100868.3,-1.9296382244926504,-3.37036177551026
100870.0,100867.44000000002,-0.09153011638537212,2.651530116368492
100859.0,100866.91000000002,-2.9470706569260776,-4.962929343091966
100870.0,100867.17,-3.6349760623314675,6.464976062333214
100880.0,100867.51999999999,-2.1738949812493678,14.653894981259846
100868.0,100867.39,-2.28909768395268,2.8990976839532623
100883.0,100867.11,-1.6293003866557172,17.519300386655136
100885.0,100867.39,-3.4877463326017812,21.097746332602362
100880.0,100867.74999999999,-3.283151738006801,15.533151738021353
100880.0,100868.11,-5.086049479806725,16.976049479806143
100889.0,100868.65,-2.7827003379867623,23.13270033799258
100879.0,100869.21999999999,-2.0196603127626105,11.799660312775998
100894.0,100869.87,-0.61136049243296,24.741360492437618
100927.0,100870.54,0.7700936903139695,55.68990630969243
100920.0,100871.07999999999,1.5288633093025177,47.39113669071029
100927.0,100871.63999999998,0.40152554574093324,54.9584744542742
100910.0,100872.46999999999,2.709758251980214,34.820241748033176
100884.0,100873.56000000001,2.4693332400941967,7.97066675989358
100908.0,100875.09,2.795015610761874,30.11498438924162
100887.0,100876.21999999999,3.115261739816974,7.664738260196414
100893.0,100876.79,4.388662231288306,11.821337768718097
100899.0,100877.64000000001,0.9566935952420392,20.40330640474399
100883.0,100878.56000000001,1.4372752947682033,3.002724705219573
100855.0,100879.28000000001,2.0391992761732807,-26.31919927618667
100871.0,100880.03000000003,3.2995125193220938,-12.329512519350033
100862.0,100880.86,0.76801368193451,-19.62801368193509
100821.0,100881.48000000001,1.561279945218161,-62.04127994522864
100867.0,100882.00000000001,1.4027341279648522,-16.402734127979404
100863.0,100882.81,2.6627118006465818,-22.472711800644255
100866.0,100883.60000000002,0.6701391377558572,-18.27013913777623
100868.0,100884.13,0.38783493124059243,-16.51783493124525
100861.0,100884.69999999998,1.6503629394907722,-25.35036293947331
100871.0,100885.18999999999,1.4577902766011022,-15.647790276588879
100868.0,100885.8,2.98937868753592,-20.78937868753883
100888.0,100886.61000000002,1.6210488946785868,-0.2310488946937208
100875.0,100887.48000000001,1.1092988963020993,-13.589298896312577
100872.0,100888.62,-0.3856517380063959,-16.23434826198895
100878.0,100889.84,0.1781996133442475,-12.018199613340755
100874.0,100890.67,1.6238077214524345,-18.293807721450687
100870.0,100891.37000000001,-0.3025436298988581,-21.06745637011104
100881.0,100891.61,1.3767806944247347,-11.986780694425317
100883.0,100891.81,-0.14909768395237727,-8.660902316045295
100882.0,100892.83,-1.0880841704387731,-9.741915829562974
100892.0,100893.84000000001,-1.3798409271979408,-0.46015907281311863
100887.0,100894.76,-1.8398409271959864,-5.920159072798775
100876.0,100895.42000000001,-1.6344355217894404,-17.785564478223364
100889.0,100895.88000000002,-2.4730841704398276,-4.406915829579381
100890.0,100896.66000000002,-1.562813900168566,-5.097186099849479
100880.0,100897.78,-1.7868679542222503,-15.993132045776585
100896.0,100899.17,-0.802138224493665,-2.367861775504589
100901.0,100900.47000000002,-1.9296382244926504,2.4596382244769344
100894.0,100902.16,-0.09153011638537212,-8.068469883618121
100887.0,100904.04000000001,-2.9470706569260776,-14.092929343082071
100923.0,100905.6,-3.6349760623314675,21.034976062325647
100906.0,100907.3,-2.1738949812493678,0.8738949812464574
100895.0,100909.23000000001,-2.28909768395268,-11.940902316057798
100913.0,100911.3,-1.6293003866557172,3.3293003866528066
100904.0,100913.26999999999,-3.4877463326017812,-5.782253667387741
100922.0,100915.07000000002,-3.283151738006801,10.213151737985264
100919.0,100916.73000000001,-5.086049479806725,7.356049479796248
100937.0,100918.38000000002,-2.7827003379867623,21.402700337967552
100945.0,100920.12000000001,-2.0196603127626105,26.899660312752715
100950.0,100921.90000000001,-0.61136049243296,28.71136049242423
100954.0,100923.71,0.7700936903139695,29.519906309679627
100963.0,100925.65,1.5288633093025177,35.821136690703305
